variable.name,variable.label,country,year,filename
QN18,Accident caused most serious injury past 12 months,montserrat,2008,MBH2008_public_use.sav
QN19,Broken bone as most serious injury past 12 months,montserrat,2008,MBH2008_public_use.sav
QN20,Bullied 1+ of past 30 days,montserrat,2008,MBH2008_public_use.sav
QN21,"Of students bullied, most often hit, kicked, etc",montserrat,2008,MBH2008_public_use.sav
QN22,Lonely most times/always past 12 months,montserrat,2008,MBH2008_public_use.sav
QN23,Worry prevented sleep most time/always past 12 mos,montserrat,2008,MBH2008_public_use.sav
QN24,Sad/Hopeless everyday 2+ weeks past 12 months,montserrat,2008,MBH2008_public_use.sav
QN25,Considered suicide past 12 months,montserrat,2008,MBH2008_public_use.sav
QN26,Made suicide plan past 12 months,montserrat,2008,MBH2008_public_use.sav
QN27,No close friends,montserrat,2008,MBH2008_public_use.sav
QN28,"Of current smokers, age first cigarette before 13",montserrat,2008,MBH2008_public_use.sav
QN29,Smoked cigarettes 1+ of past 30 days,montserrat,2008,MBH2008_public_use.sav
QN30,Used other tobacco 1+ of past 30 days,montserrat,2008,MBH2008_public_use.sav
QN31,Tried to quit smoking past 12 months,montserrat,2008,MBH2008_public_use.sav
QN32,Others present smoking 1+ of past 7 days,montserrat,2008,MBH2008_public_use.sav
QN33,Either/Both parents use tobacco,montserrat,2008,MBH2008_public_use.sav
QN34,Drank 1+ days past 30 days,montserrat,2008,MBH2008_public_use.sav
QN35,"Of current drinkers, drank 2+ drinks/day 30 days",montserrat,2008,MBH2008_public_use.sav
QN36,"Of current drinkers, bought alcohol in store",montserrat,2008,MBH2008_public_use.sav
QN37,1+ times drunk in lifetime,montserrat,2008,MBH2008_public_use.sav
QN38,Alcohol trouble 1+ times in lifetime,montserrat,2008,MBH2008_public_use.sav
QN39,Used drugs 1+ times in lifetime,montserrat,2008,MBH2008_public_use.sav
QN40,Ever had sex,montserrat,2008,MBH2008_public_use.sav
QN41,Age first sexual intercourse 12 or younger,montserrat,2008,MBH2008_public_use.sav
QN42,2+ sex partners lifetime,montserrat,2008,MBH2008_public_use.sav
QN43,Sexual intercourse past 12 months,montserrat,2008,MBH2008_public_use.sav
QN44,"Of sexually active 12 mos, use condoms at last sex",montserrat,2008,MBH2008_public_use.sav
QN45,Active 60+ mins/day for all of past 7 days,montserrat,2008,MBH2008_public_use.sav
QN46,Active 60+ min/day all 7 days of usual week,montserrat,2008,MBH2008_public_use.sav
QN47,Sitting activities 3+ hours/day of usual day,montserrat,2008,MBH2008_public_use.sav
QN48,Walk/Bike to/from school 0 of past 7 days,montserrat,2008,MBH2008_public_use.sav
QN49,Less than 29 minutes to/from school past 7 days,montserrat,2008,MBH2008_public_use.sav
QN50,Miss school no permission 1+ of past 30 days,montserrat,2008,MBH2008_public_use.sav
QN51,Students never/rarely kind/helpful past 30 days,montserrat,2008,MBH2008_public_use.sav
QN52,Parents never/rarely check homework past 30 days,montserrat,2008,MBH2008_public_use.sav
QN53,Parents never/rarely understand problems past 30,montserrat,2008,MBH2008_public_use.sav
QN54,Parents never/rarely know about free time past 30,montserrat,2008,MBH2008_public_use.sav
qnrovwtg,At risk for becoming overweight,montserrat,2008,MBH2008_public_use.sav
qnovwtg,Overweight,montserrat,2008,MBH2008_public_use.sav
qnfrvgg,Ate 5+ fruits/vegetables 30 days,montserrat,2008,MBH2008_public_use.sav
qnanytbg,Used any tobacco past 30 days,montserrat,2008,MBH2008_public_use.sav
qnminpag,Exercised 60 min/day <=5 days,montserrat,2008,MBH2008_public_use.sav
qnwkrdg,Walked/biked <2.5 hrs 7 days,montserrat,2008,MBH2008_public_use.sav
weight,Weight,montserrat,2008,MBH2008_public_use.sav
psu,Primary Sampling Unit,montserrat,2008,MBH2008_public_use.sav
stratum,Stratum,montserrat,2008,MBH2008_public_use.sav
Q1,How old are you,peru,2010,PEH2010_Public_Use.sav
Q2,Sex,peru,2010,PEH2010_Public_Use.sav
Q3,In what grade are you,peru,2010,PEH2010_Public_Use.sav
Q4,How tall are you,peru,2010,PEH2010_Public_Use.sav
Q5,How much do you weigh,peru,2010,PEH2010_Public_Use.sav
Q6,Went hungry past 30 days,peru,2010,PEH2010_Public_Use.sav
Q7,Eat fruit per day past 30 days,peru,2010,PEH2010_Public_Use.sav
Q8,Eat vegetables past 30 days,peru,2010,PEH2010_Public_Use.sav
Q9,Drink soft drinks past 30 days,peru,2010,PEH2010_Public_Use.sav
Q10,Ate fast food past 7 days,peru,2010,PEH2010_Public_Use.sav
Q11,How many times per day brush teeth,peru,2010,PEH2010_Public_Use.sav
Q12,Wash hands before eating past 30 days,peru,2010,PEH2010_Public_Use.sav
Q13,Wash hands after toilet past 30 day,peru,2010,PEH2010_Public_Use.sav
Q14,Used soap on hands past 30 days,peru,2010,PEH2010_Public_Use.sav
Q15,Times attacked past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q16,How many times in fight 12 mos,peru,2010,PEH2010_Public_Use.sav
Q17,How many times injured past 12 months,peru,2010,PEH2010_Public_Use.sav
Q18,What was serious injury past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q19,Cause of injury past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q20,How many days bullied past 30 days,peru,2010,PEH2010_Public_Use.sav
Q21,How bullied past 30 days,peru,2010,PEH2010_Public_Use.sav
Q22,Times felt lonely past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q23,Times could not sleep past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q24,Ever considered suicide 12 mos,peru,2010,PEH2010_Public_Use.sav
Q25,Ever make suicide plan 12 mos,peru,2010,PEH2010_Public_Use.sav
Q26,How many times attempt suicide 12 mos,peru,2010,PEH2010_Public_Use.sav
Q27,Number close friends,peru,2010,PEH2010_Public_Use.sav
Q28,Age first tried cigarette,peru,2010,PEH2010_Public_Use.sav
Q29,How many days smoked 30 days,peru,2010,PEH2010_Public_Use.sav
Q30,Other forms of tobacco,peru,2010,PEH2010_Public_Use.sav
Q31,Try stop smoking past 12 mo.,peru,2010,PEH2010_Public_Use.sav
Q32,Others present smoking past 7 days,peru,2010,PEH2010_Public_Use.sav
Q33,Parents who use tobacco,peru,2010,PEH2010_Public_Use.sav
Q34,Age first drink of alcohol,peru,2010,PEH2010_Public_Use.sav
Q35,Days one drink or more past 30 days,peru,2010,PEH2010_Public_Use.sav
Q36,Number of drinks past 30 days,peru,2010,PEH2010_Public_Use.sav
Q37,How got drinks past 30 days ,peru,2010,PEH2010_Public_Use.sav
Q38,Times drunk during life,peru,2010,PEH2010_Public_Use.sav
Q39,Number of troubles as result of drinking,peru,2010,PEH2010_Public_Use.sav
Q40,Age first drugs,peru,2010,PEH2010_Public_Use.sav
Q41,Times used marijuana lifetime,peru,2010,PEH2010_Public_Use.sav
Q42,Times used marijuana past 30 days,peru,2010,PEH2010_Public_Use.sav
Q43,Times used amphetamines lifetime,peru,2010,PEH2010_Public_Use.sav
Q44,Ever had sex,peru,2010,PEH2010_Public_Use.sav
Q45,Age first sexual intercourse,peru,2010,PEH2010_Public_Use.sav
Q46,How many sex partners,peru,2010,PEH2010_Public_Use.sav
Q47,Used condom at last intercourse,peru,2010,PEH2010_Public_Use.sav
Q48,Used birth control last intercourse,peru,2010,PEH2010_Public_Use.sav
Q49,Days active 60 min plus past 7 days,peru,2010,PEH2010_Public_Use.sav
Q50,Walk or bike to school past 7 days,peru,2010,PEH2010_Public_Use.sav
Q51,Days went to PE each week,peru,2010,PEH2010_Public_Use.sav
Q52,Time spent sitting on usual day,peru,2010,PEH2010_Public_Use.sav
Q53,Miss school no permission past 30 days,peru,2010,PEH2010_Public_Use.sav
Q54,Others helpful in school past 30 days,peru,2010,PEH2010_Public_Use.sav
Q55,Parents check homework past 30 days,peru,2010,PEH2010_Public_Use.sav
Q56,Parent understand troubles past 30 days,peru,2010,PEH2010_Public_Use.sav
Q57,Parent know what you do past 30 days,peru,2010,PEH2010_Public_Use.sav
Q58,Parent go through things past 30 days,peru,2010,PEH2010_Public_Use.sav
QN6,Went hungry most of time/always past 30 days,peru,2010,PEH2010_Public_Use.sav
QN7,Ate fruit 2+ times per day past 30 days,peru,2010,PEH2010_Public_Use.sav
QN8,Ate vegetables 3+ times per day past 30 day,peru,2010,PEH2010_Public_Use.sav
QN9,Drank soft drinks 1+ times per day past 30 day,peru,2010,PEH2010_Public_Use.sav
QN10,Ate fast food 3+ days past 7 day,peru,2010,PEH2010_Public_Use.sav
QN11,Cleaned/brushed teeth <1 time/day past 30 days,peru,2010,PEH2010_Public_Use.sav
QN12,Never/rarely wash hands before eating past 30 days,peru,2010,PEH2010_Public_Use.sav
QN13,Never/rarely wash hands after toilet past 30 days,peru,2010,PEH2010_Public_Use.sav
QN14,Never/rarely use soap on hands past 30 days,peru,2010,PEH2010_Public_Use.sav
QN15,Attacked 1+ times past 12 months,peru,2010,PEH2010_Public_Use.sav
QN16,In fight 1+ times past 12 months,peru,2010,PEH2010_Public_Use.sav
QN17,Seriously injured 1+ times past 12 months,peru,2010,PEH2010_Public_Use.sav
QN18,Broken bone as most serious injury ,peru,2010,PEH2010_Public_Use.sav
QN19,Motor vehicle caused most serious injury ,peru,2010,PEH2010_Public_Use.sav
QN20,Bullied 1+ of past 30 days,peru,2010,PEH2010_Public_Use.sav
QN21,"Of students bullied, most often hit, kicked, etc",peru,2010,PEH2010_Public_Use.sav
QN22,Lonely most times/always past 12 months,peru,2010,PEH2010_Public_Use.sav
QN23,Worry prevented sleep most time/always past 12 mos,peru,2010,PEH2010_Public_Use.sav
QN24,Considered suicide past 12 months,peru,2010,PEH2010_Public_Use.sav
QN25,Made suicide plan past 12 months,peru,2010,PEH2010_Public_Use.sav
QN26,1+ times attempt suicide 12 mos.,peru,2010,PEH2010_Public_Use.sav
QN27,No close friends,peru,2010,PEH2010_Public_Use.sav
QN28,Age first cigarette before 14,peru,2010,PEH2010_Public_Use.sav
QN29,Smoked cigarettes 1+ of past 30 days,peru,2010,PEH2010_Public_Use.sav
QN30,Used other tobacco 1+ of past 30 days,peru,2010,PEH2010_Public_Use.sav
QN31,Tried to quit smoking past 12 months,peru,2010,PEH2010_Public_Use.sav
QN32,Others present smoking 1+ of past 7 days,peru,2010,PEH2010_Public_Use.sav
QN33,Either/Both parents use tobacco,peru,2010,PEH2010_Public_Use.sav
QN34,Age first alcohol before 14,peru,2010,PEH2010_Public_Use.sav
QN35,Drank 1+ days past 30 days,peru,2010,PEH2010_Public_Use.sav
QN36,"Of current drinkers, drank 2+ drinks/day 30 days",peru,2010,PEH2010_Public_Use.sav
QN37,"Of current drinkers, got alcohol from friends",peru,2010,PEH2010_Public_Use.sav
QN38,1+ times drunk in lifetime,peru,2010,PEH2010_Public_Use.sav
QN39,Alcohol trouble 1+ times in lifetime,peru,2010,PEH2010_Public_Use.sav
QN40,Age first drugs before 14,peru,2010,PEH2010_Public_Use.sav
QN41,Marijuana 1+ times in lifetime,peru,2010,PEH2010_Public_Use.sav
QN42,Marijuana 1+ times p 30 days,peru,2010,PEH2010_Public_Use.sav
QN43,Amphetamines 1+ times lifetime,peru,2010,PEH2010_Public_Use.sav
QN44,Ever had sex,peru,2010,PEH2010_Public_Use.sav
QN45,Age first sexual intercourse before 14,peru,2010,PEH2010_Public_Use.sav
QN46,2+ sex partners lifetime,peru,2010,PEH2010_Public_Use.sav
QN47,"Among ever sex, used condoms at last sex",peru,2010,PEH2010_Public_Use.sav
QN48,Used birth control at last sex,peru,2010,PEH2010_Public_Use.sav
QN49,Active 60+ mins/day for 5+ of past 7 days,peru,2010,PEH2010_Public_Use.sav
QN50,Walk/Bike to/from school 0 of past 7 days,peru,2010,PEH2010_Public_Use.sav
QN51,3+ days PE each week,peru,2010,PEH2010_Public_Use.sav
QN52,Sitting activities 3+ hours/day of usual day,peru,2010,PEH2010_Public_Use.sav
QN53,Miss school no permission 1+ of past 30 days,peru,2010,PEH2010_Public_Use.sav
QN54,Students most/always kind 30 days,peru,2010,PEH2010_Public_Use.sav
QN55,Parents most/always check homework,peru,2010,PEH2010_Public_Use.sav
QN56,Parents most/always understand problems,peru,2010,PEH2010_Public_Use.sav
QN57,Parents most/always know about free time ,peru,2010,PEH2010_Public_Use.sav
QN58,Parents never/rarely go thru things,peru,2010,PEH2010_Public_Use.sav
site,Site Code,peru,2010,PEH2010_Public_Use.sav
schoolid,School Identifier,peru,2010,PEH2010_Public_Use.sav
classid,Class Identifier,peru,2010,PEH2010_Public_Use.sav
qnowtg,Overweight,peru,2010,PEH2010_Public_Use.sav
qnobeseg,Obese,peru,2010,PEH2010_Public_Use.sav
qnunwtg,Underweight,peru,2010,PEH2010_Public_Use.sav
qnfrvgg,Ate 5+ fruits/vegetables 30 days,peru,2010,PEH2010_Public_Use.sav
qnanytbg,Used any tobacco past 30 days,peru,2010,PEH2010_Public_Use.sav
qnpa7g,Physically active all past 7 days,peru,2010,PEH2010_Public_Use.sav
qnpe5g,Attended PE 5+ days each week,peru,2010,PEH2010_Public_Use.sav
qnc1g,"Among heavy drinkers, ever sex",peru,2010,PEH2010_Public_Use.sav
qnc2g,"Among those worried, currently bullied",peru,2010,PEH2010_Public_Use.sav
weight,Weight,peru,2010,PEH2010_Public_Use.sav
stratum,Stratum,peru,2010,PEH2010_Public_Use.sav
psu,Primary Sampling Unit,peru,2010,PEH2010_Public_Use.sav
Q1,How old are you,stkitts,2011,SKH2011_Public_Use.sav
Q2,Sex,stkitts,2011,SKH2011_Public_Use.sav
Q3,In what grade are you,stkitts,2011,SKH2011_Public_Use.sav
Q4,How tall are you,stkitts,2011,SKH2011_Public_Use.sav
Q5,How much do you weigh,stkitts,2011,SKH2011_Public_Use.sav
Q6,Went hungry past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q7,Eat fruit per day past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q8,Eat vegetables past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q9,Drink soft drinks past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q10,Ate fast food past 7 days,stkitts,2011,SKH2011_Public_Use.sav
Q11,How many times per day brush teeth,stkitts,2011,SKH2011_Public_Use.sav
Q12,Wash hands before eating past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q13,Wash hands after toilet past 30 day,stkitts,2011,SKH2011_Public_Use.sav
Q14,Used soap on hands past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q15,Times attacked past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q16,How many times in fight 12 mos,stkitts,2011,SKH2011_Public_Use.sav
Q17,How many times injured past 12 months,stkitts,2011,SKH2011_Public_Use.sav
Q18,What was serious injury past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q19,Cause of injury past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q20,How many days bullied past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q21,How bullied past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q22,Times felt lonely past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q23,Times could not sleep past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q24,Ever considered suicide 12 mos,stkitts,2011,SKH2011_Public_Use.sav
Q25,Ever make suicide plan 12 mos,stkitts,2011,SKH2011_Public_Use.sav
Q26,How many times attempt suicide 12 mos,stkitts,2011,SKH2011_Public_Use.sav
Q27,Number close friends,stkitts,2011,SKH2011_Public_Use.sav
Q28,Age first tried cigarette,stkitts,2011,SKH2011_Public_Use.sav
Q29,How many days smoked 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q30,Other forms of tobacco,stkitts,2011,SKH2011_Public_Use.sav
Q31,Try stop smoking past 12 mo.,stkitts,2011,SKH2011_Public_Use.sav
Q32,Others present smoking past 7 days,stkitts,2011,SKH2011_Public_Use.sav
Q33,Parents who use tobacco,stkitts,2011,SKH2011_Public_Use.sav
Q34,Age first drink of alcohol,stkitts,2011,SKH2011_Public_Use.sav
Q35,Days one drink or more past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q36,Number of drinks past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q37,How got drinks past 30 days ,stkitts,2011,SKH2011_Public_Use.sav
Q38,Times drunk during life,stkitts,2011,SKH2011_Public_Use.sav
Q39,Number of troubles as result of drinking,stkitts,2011,SKH2011_Public_Use.sav
Q40,Age first drugs,stkitts,2011,SKH2011_Public_Use.sav
Q41,Times used marijuana lifetime,stkitts,2011,SKH2011_Public_Use.sav
Q42,Times used marijuana past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q43,Times used amphetamines lifetime,stkitts,2011,SKH2011_Public_Use.sav
Q44,Ever had sex,stkitts,2011,SKH2011_Public_Use.sav
Q45,Age first sexual intercourse,stkitts,2011,SKH2011_Public_Use.sav
Q46,How many sex partners,stkitts,2011,SKH2011_Public_Use.sav
Q47,Used condom at last intercourse,stkitts,2011,SKH2011_Public_Use.sav
Q48,Used birth control last intercourse,stkitts,2011,SKH2011_Public_Use.sav
Q49,Days active 60 min plus past 7 days,stkitts,2011,SKH2011_Public_Use.sav
Q50,Walk or bike to school past 7 days,stkitts,2011,SKH2011_Public_Use.sav
Q51,Days went to PE each week,stkitts,2011,SKH2011_Public_Use.sav
Q52,Time spent sitting on usual day,stkitts,2011,SKH2011_Public_Use.sav
Q53,Miss school no permission past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q54,Others helpful in school past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q55,Parents check homework past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q56,Parent understand troubles past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q57,Parent know what you do past 30 days,stkitts,2011,SKH2011_Public_Use.sav
Q58,Parent go through things past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN6,Went hungry most of time/always past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN7,Ate fruit 2+ times per day past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN8,Ate vegetables 3+ times per day past 30 day,stkitts,2011,SKH2011_Public_Use.sav
QN9,Drank soft drinks 1+ times per day past 30 day,stkitts,2011,SKH2011_Public_Use.sav
QN10,Ate fast food 3+ days past 7 day,stkitts,2011,SKH2011_Public_Use.sav
QN11,Cleaned/brushed teeth <1 time/day past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN12,Never/rarely wash hands before eating past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN13,Never/rarely wash hands after toilet past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN14,Never/rarely use soap on hands past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN15,Attacked 1+ times past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN16,In fight 1+ times past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN17,Seriously injured 1+ times past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN18,Broken bone as most serious injury ,stkitts,2011,SKH2011_Public_Use.sav
QN19,Motor vehicle caused most serious injury ,stkitts,2011,SKH2011_Public_Use.sav
QN20,Bullied 1+ of past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN21,"Of students bullied, most often hit, kicked, etc",stkitts,2011,SKH2011_Public_Use.sav
QN22,Lonely most times/always past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN23,Worry prevented sleep most time/always past 12 mos,stkitts,2011,SKH2011_Public_Use.sav
QN24,Considered suicide past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN25,Made suicide plan past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN26,1+ times attempt suicide 12 mos.,stkitts,2011,SKH2011_Public_Use.sav
QN27,No close friends,stkitts,2011,SKH2011_Public_Use.sav
QN28,Age first cigarette before 14,stkitts,2011,SKH2011_Public_Use.sav
QN29,Smoked cigarettes 1+ of past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN30,Used other tobacco 1+ of past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN31,Tried to quit smoking past 12 months,stkitts,2011,SKH2011_Public_Use.sav
QN32,Others present smoking 1+ of past 7 days,stkitts,2011,SKH2011_Public_Use.sav
QN33,Either/Both parents use tobacco,stkitts,2011,SKH2011_Public_Use.sav
QN34,Age first alcohol before 14,stkitts,2011,SKH2011_Public_Use.sav
QN35,Drank 1+ days past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN36,"Of current drinkers, drank 2+ drinks/day 30 days",stkitts,2011,SKH2011_Public_Use.sav
QN37,"Of current drinkers, got alcohol from friends",stkitts,2011,SKH2011_Public_Use.sav
QN38,1+ times drunk in lifetime,stkitts,2011,SKH2011_Public_Use.sav
QN39,Alcohol trouble 1+ times in lifetime,stkitts,2011,SKH2011_Public_Use.sav
QN40,Age first drugs before 14,stkitts,2011,SKH2011_Public_Use.sav
QN41,Marijuana 1+ times in lifetime,stkitts,2011,SKH2011_Public_Use.sav
QN42,Marijuana 1+ times p 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN43,Amphetamines 1+ times lifetime,stkitts,2011,SKH2011_Public_Use.sav
QN44,Ever had sex,stkitts,2011,SKH2011_Public_Use.sav
QN45,Age first sexual intercourse before 14,stkitts,2011,SKH2011_Public_Use.sav
QN46,2+ sex partners lifetime,stkitts,2011,SKH2011_Public_Use.sav
QN47,"Among ever sex, used condoms at last sex",stkitts,2011,SKH2011_Public_Use.sav
QN48,Used birth control at last sex,stkitts,2011,SKH2011_Public_Use.sav
QN49,Active 60+ mins/day for 5+ of past 7 days,stkitts,2011,SKH2011_Public_Use.sav
QN50,Walk/Bike to/from school 0 of past 7 days,stkitts,2011,SKH2011_Public_Use.sav
QN51,3+ days PE each week,stkitts,2011,SKH2011_Public_Use.sav
QN52,Sitting activities 3+ hours/day of usual day,stkitts,2011,SKH2011_Public_Use.sav
QN53,Miss school no permission 1+ of past 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN54,Students most/always kind 30 days,stkitts,2011,SKH2011_Public_Use.sav
QN55,Parents most/always check homework,stkitts,2011,SKH2011_Public_Use.sav
QN56,Parents most/always understand problems,stkitts,2011,SKH2011_Public_Use.sav
QN57,Parents most/always know about free time ,stkitts,2011,SKH2011_Public_Use.sav
QN58,Parents never/rarely go thru things,stkitts,2011,SKH2011_Public_Use.sav
site,Site Code,stkitts,2011,SKH2011_Public_Use.sav
schoolid,School Identifier,stkitts,2011,SKH2011_Public_Use.sav
classid,Class Identifier,stkitts,2011,SKH2011_Public_Use.sav
qnowtg,Overweight,stkitts,2011,SKH2011_Public_Use.sav
qnobeseg,Obese,stkitts,2011,SKH2011_Public_Use.sav
qnunwtg,Underweight,stkitts,2011,SKH2011_Public_Use.sav
qnfrvgg,Ate 5+ fruits/vegetables 30 days,stkitts,2011,SKH2011_Public_Use.sav
qnanytbg,Used any tobacco past 30 days,stkitts,2011,SKH2011_Public_Use.sav
qnpa7g,Physically active all past 7 days,stkitts,2011,SKH2011_Public_Use.sav
qnpe5g,Attended PE 5+ days each week,stkitts,2011,SKH2011_Public_Use.sav
qnc1g,"Among heavy drinkers, ever sex",stkitts,2011,SKH2011_Public_Use.sav
qnc2g,"Among those worried, currently bullied",stkitts,2011,SKH2011_Public_Use.sav
weight,Weight,stkitts,2011,SKH2011_Public_Use.sav
stratum,Stratum,stkitts,2011,SKH2011_Public_Use.sav
psu,Primary Sampling Unit,stkitts,2011,SKH2011_Public_Use.sav
Q1,How old are you,stlucia,2007,LCH2007_Public_Use.sav
Q2,Sex,stlucia,2007,LCH2007_Public_Use.sav
Q3,In what grade are you,stlucia,2007,LCH2007_Public_Use.sav
Q4,How tall are you,stlucia,2007,LCH2007_Public_Use.sav
Q5,How much do you weigh,stlucia,2007,LCH2007_Public_Use.sav
Q6,Went hungry past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q7,Eat fruit per day past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q8,Eat vegetables past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q9,How many times per day brush teeth,stlucia,2007,LCH2007_Public_Use.sav
Q10,Wash hands before eating past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q11,Wash hands after toilet past 30 day,stlucia,2007,LCH2007_Public_Use.sav
Q12,Used soap on hands past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q13,Times attacked past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q14,How many times in fight 12 mos,stlucia,2007,LCH2007_Public_Use.sav
Q15,How many times injured past 12 months,stlucia,2007,LCH2007_Public_Use.sav
Q16,Doing what during injury past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q17,Cause of injury past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q18,How injury happened past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q19,What was serious injury past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q20,How many days bullied past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q21,How bullied past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q22,Times felt lonely past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q23,Times could not sleep past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q24,Sad and hopeless past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q25,Ever considered suicide 12 mos,stlucia,2007,LCH2007_Public_Use.sav
Q26,Ever make suicide plan 12 mos,stlucia,2007,LCH2007_Public_Use.sav
Q27,Number close friends,stlucia,2007,LCH2007_Public_Use.sav
Q28,Age first tried cigarette,stlucia,2007,LCH2007_Public_Use.sav
Q29,How many days smoked 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q30,Other tobacco past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q31,Try stop smoking past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q32,Others present smoking past 7 days,stlucia,2007,LCH2007_Public_Use.sav
Q33,Parents who use tobacco,stlucia,2007,LCH2007_Public_Use.sav
Q34,Days one drink or more past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q35,Number of drinks past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q36,How got drinks past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q37,Times drunk during life,stlucia,2007,LCH2007_Public_Use.sav
Q38,Number of troubles as result of drinking,stlucia,2007,LCH2007_Public_Use.sav
Q39,Number times drug use during life,stlucia,2007,LCH2007_Public_Use.sav
Q40,Ever had sex,stlucia,2007,LCH2007_Public_Use.sav
Q41,Age first sexual intercourse,stlucia,2007,LCH2007_Public_Use.sav
Q42,How many sex partners,stlucia,2007,LCH2007_Public_Use.sav
Q43,Sexual intercourse past 12 mo.,stlucia,2007,LCH2007_Public_Use.sav
Q44,Used condom at last intercourse,stlucia,2007,LCH2007_Public_Use.sav
Q45,Days active 60 min plus past 7 days,stlucia,2007,LCH2007_Public_Use.sav
Q46,Active 60 min plus per day usual week,stlucia,2007,LCH2007_Public_Use.sav
Q47,Time spent sitting on usual day,stlucia,2007,LCH2007_Public_Use.sav
Q48,Walk or bike to school past 7 days,stlucia,2007,LCH2007_Public_Use.sav
Q49,How long to from school past 7 days,stlucia,2007,LCH2007_Public_Use.sav
Q50,Miss school no permission past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q51,Others helpful in school past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q52,Parents check homework past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q53,Parent understand troubles past 30 days,stlucia,2007,LCH2007_Public_Use.sav
Q54,Parent know what you do past 30 days,stlucia,2007,LCH2007_Public_Use.sav
QN6,Went hungry most of time/always past 30 days,stlucia,2007,LCH2007_Public_Use.sav
QN7,Ate fruit 1+ times per day past 30 days,stlucia,2007,LCH2007_Public_Use.sav
QN8,Ate vegetables 1+ times per day past 30 day,stlucia,2007,LCH2007_Public_Use.sav
